PSO-Schaffer,CPSO-S-Schaffer,CPSO-S-Schaffer,CPSO-Sk-Schaffer,CPSO-Sk-Schaffer,CPSO-Hk-Schaffer,CPSO-Hk-Schaffer,CPSO-Rk-Schaffer,CPSO-Rk-Schaffer,PSO-Rastrigin,CPSO-S-Rastrigin,CPSO-S-Rastrigin,CPSO-Sk-Rastrigin,CPSO-Sk-Rastrigin,CPSO-Hk-Rastrigin,CPSO-Hk-Rastrigin,CPSO-Rk-Rastrigin,CPSO-Rk-Rastrigin,PSO-Rosenbrock,CPSO-S-Rosenbrock,CPSO-S-Rosenbrock,CPSO-Sk-Rosenbrock,CPSO-Sk-Rosenbrock,CPSO-Hk-Rosenbrock,CPSO-Hk-Rosenbrock,CPSO-Rk-Rosenbrock,CPSO-Rk-Rosenbrock,PSO-Griewanck,CPSO-S-Griewanck,CPSO-S-Griewanck,CPSO-Sk-Griewanck,CPSO-Sk-Griewanck,CPSO-Hk-Griewanck,CPSO-Hk-Griewanck,CPSO-Rk-Griewanck,CPSO-Rk-Griewanck,PSO-Ackley,CPSO-S-Ackley,CPSO-S-Ackley,CPSO-Sk-Ackley,CPSO-Sk-Ackley,CPSO-Hk-Ackley,CPSO-Hk-Ackley,CPSO-Rk-Ackley,CPSO-Rk-Ackley
0.016065943,0.362559033,0.39119074,0.012788697,0.029038311,0.239240207,0.260419801,0.183517043,0.161040708,8.756580315,0.398647472,0.391422075,8.174247792,9.738446041,13.22422424,12.86264297,3.925850067,4.121266827,2617.468774,74225.6827,56780.22617,2732.879205,3424.294243,439760.5235,371926.4718,20418.77077,64168.31298,0.829186228,1.229014654,1.149367513,0.757332835,0.982023455,8.780902144,7.185084754,1.10776161,1.053719019,3.601640185,5.146067422,7.627203942,3.231023493,4.43429207,11.33320127,11.22245881,7.854289814,7.3361703
0.015511266,0.362606652,0.391190011,0.012117753,0.029038311,0.239240207,0.260419716,0.16955378,0.178236322,8.738310301,0.387512012,0.390837724,8.11761313,9.738446041,13.2239631,12.74119448,3.892675789,4.103494575,2558.057933,68754.8606,71544.89429,2730.811258,3388.106729,439707.8647,371790.4795,21308.87946,57168.52138,0.823549613,1.222129362,1.135809549,0.757057208,0.970480928,8.780383702,7.184406975,1.076180227,1.024310215,3.598166841,5.176887484,7.592699106,3.150800816,4.423873132,11.32643614,11.20055477,7.765553854,7.326905791
0.015282335,0.359746963,0.392676187,0.01177801,0.028943463,0.239240207,0.260419647,0.168587738,0.176649983,8.682721765,0.386116475,0.389895844,7.821050222,9.738446041,13.22373461,12.71284265,3.890491819,4.049695616,2546.106045,71374.53311,81931.45921,2726.11493,3379.34805,439603.8958,371786.4825,21069.94958,43172.66449,0.809212249,1.209432716,1.120816098,0.754697386,0.959247012,8.772709583,7.184569439,1.097461774,1.035459123,3.581388508,5.100283626,7.549154787,3.142378686,4.343305309,11.32642152,11.2001588,7.730036225,7.277977489
0.015178719,0.366024156,0.402363055,0.011427656,0.027810792,0.239240207,0.260419592,0.148839881,0.185163445,8.611486495,0.375278387,0.373917358,7.805876535,9.664453743,13.22237112,12.7111391,3.889329981,4.046373286,2533.109287,60480.13107,67964.46617,2725.705507,3375.597699,439580.4034,371782.708,21339.393,41204.64427,0.805024057,1.21757201,1.111688253,0.745952239,0.95863548,8.771701801,7.180852226,1.059931946,1.030738966,3.564878396,5.093798834,7.493051797,3.139441524,4.298209828,11.32640716,11.19967765,7.712513866,7.167770451
0.01481972,0.356097668,0.392160655,0.011427656,0.027273559,0.239240207,0.260419548,0.151319013,0.201604505,8.444199513,0.373257627,0.357650088,7.804709073,9.664453743,13.22219063,12.69815986,3.855716597,4.034591462,2531.461185,64092.32532,45631.98535,2715.749699,3372.079679,439540.2591,371774.7119,19543.97139,39049.60773,0.796361239,1.190903336,1.109348837,0.734514502,0.949898944,8.769954386,7.179458187,1.048614801,1.048735586,3.561875103,5.038284132,7.493051797,3.110761266,4.231753617,11.31820737,11.19926024,7.688978223,7.152513647
0.014620782,0.354945069,0.391595405,0.011252008,0.026096007,0.239175961,0.260174523,0.171604578,0.195064809,8.43241558,0.367262514,0.350282682,7.761107268,9.664453743,13.22202785,12.69752136,3.743841321,4.034590909,2466.552023,63213.91003,57357.12145,2713.981946,3363.531445,439519.1808,371769.158,27662.44873,40789.94212,0.795881215,1.179680039,1.076214557,0.729930357,0.938943058,8.767372913,7.178247803,1.061538357,1.000417238,3.54299189,5.020858066,7.495284976,3.100735411,4.200623505,11.31819482,11.15185176,7.620923074,7.316939247
0.014620782,0.365966683,0.405102323,0.011210093,0.026096007,0.239175961,0.260174494,0.149773439,0.201629284,8.310230628,0.355960684,0.319611239,7.752862697,9.560789961,13.2184908,12.69397743,3.715349939,4.034590909,2462.181064,60787.67235,48851.10069,2669.42285,3353.841532,439499.4358,371716.1492,25644.27557,57755.58857,0.78848762,1.153952475,1.101089315,0.722680774,0.928290483,8.765209193,7.176612024,1.053580373,1.014213865,3.43370396,4.975071304,7.494819133,3.064227657,4.1908747,11.31735021,11.15134472,7.65837108,7.214827818
0.014311282,0.365966055,0.404921973,0.010731681,0.02508173,0.239175961,0.260174471,0.160376611,0.184548962,8.29630327,0.355476981,0.319416192,7.620408393,9.560789961,13.21835107,12.69392073,3.683568936,4.031083645,2411.972065,78722.87694,50906.85185,2547.225288,3304.932647,439484.7219,371151.1986,25649.57232,39565.14804,0.785385428,1.121707284,1.093904809,0.715464633,0.921215855,8.75054316,7.175021168,1.051445888,1.037957361,3.417810569,4.908191679,7.49473574,3.018556764,4.134890722,11.31675398,11.1508282,7.52310184,7.098016564
0.014179582,0.366005242,0.403011642,0.010548968,0.025057404,0.239175961,0.260174453,0.145576727,0.170804363,8.266568711,0.349953927,0.309381377,7.516424959,9.535836761,13.21823981,12.69387129,3.596997315,3.97733353,2396.092605,78798.51453,49010.92108,2461.452744,3302.374979,439471.6253,371131.2857,27912.1982,32619.9133,0.779494547,1.139555849,1.059031031,0.715150803,0.910188754,8.747256709,7.175055475,1.058614245,1.026519914,3.363959724,4.908618631,7.49473574,2.976630073,4.062152602,11.31507437,11.1324331,7.632923226,7.096814475
0.013877554,0.362361297,0.413149985,0.010411891,0.024166546,0.239175922,0.260174438,0.141746807,0.159462616,8.217513461,0.346577149,0.299292604,7.513726555,9.535836761,13.2057096,12.68956658,3.511027557,3.956153471,2289.856959,56814.10054,57481.95344,2373.343122,3288.67938,439460.5126,371114.2208,27999.40861,30297.57645,0.765422582,1.172543658,1.060153385,0.699500186,0.910188754,8.742313951,7.172862745,1.006630994,1.021331869,3.347641406,4.942333448,7.49431363,2.950990085,4.050290219,11.31177287,11.13222527,7.514446004,7.094422384
0.013767622,0.350060215,0.412921819,0.010151601,0.023447781,0.239156675,0.260174122,0.138515758,0.181156305,8.17390235,0.325080174,0.298284286,7.457998774,9.535836761,13.20562285,12.64562041,3.505818149,3.950888804,2265.153415,66157.54346,56218.17093,2345.718131,3273.573771,439450.1935,371112.7189,17923.04013,34355.10034,0.757656542,1.146569586,1.024252346,0.699500186,0.904093914,8.738151927,7.163234869,0.988492457,1.015775505,3.335024604,5.027283636,7.493221336,2.948483586,3.888542684,11.31176432,11.13057104,7.464937799,7.165630543
0.013748031,0.351468525,0.394226932,0.009646312,0.023201696,0.239156675,0.260174112,0.15108724,0.169030613,8.159641038,0.324599283,0.289655234,7.403960707,9.535836761,13.20554601,12.63329155,3.471393265,3.917276313,2237.221868,62606.82119,56768.21108,2296.89676,3251.174535,439433.0252,371104.2707,13777.88306,34792.24479,0.747772789,1.110394031,1.030703223,0.699500186,0.901105877,8.733373096,7.162631563,0.977848321,1.057636266,3.317804853,4.984931992,7.455227984,2.941403984,3.852388078,11.30873648,11.13043332,7.493142018,7.055067824
0.01334976,0.353982418,0.391188728,0.009646312,0.022289728,0.238914711,0.260174104,0.16481464,0.188115476,8.148879878,0.294915062,0.280063032,7.363400106,9.479271027,13.20547865,12.62333485,3.417761648,3.905150553,2208.015759,55007.64806,56421.64291,2256.878231,3221.105895,439425.558,371036.8557,16080.67084,36874.63756,0.741653293,1.121141331,1.014553384,0.693945139,0.899872804,8.732261161,7.156628986,0.988005821,1.049996019,3.284475037,5.00441121,7.444000825,2.938380238,3.790118727,11.30863337,11.1250606,7.514244148,7.104749228
0.01334976,0.355993553,0.388712397,0.009402035,0.022289728,0.238914711,0.260145976,0.153354503,0.204274506,8.046804609,0.293764073,0.278621868,7.31528558,9.423010111,13.20541939,12.58536111,3.41338041,3.905150553,2198.932476,64980.7718,53784.52125,2218.674887,3090.064926,439412.5426,371035.624,15495.53867,41831.27855,0.738747751,1.102180124,1.097150285,0.682019433,0.888403128,8.732247099,7.156348893,0.981166608,1.076812643,3.272196254,4.964895979,7.443987272,2.884592918,3.731367122,11.30813803,11.12425398,7.482784137,7.093723842
0.013250006,0.367888325,0.385101006,0.009383421,0.021973852,0.238914711,0.260142935,0.159207348,0.214817421,8.03848617,0.282840049,0.258114764,7.31528558,9.326841001,13.20048904,12.58492704,3.325116108,3.835701937,2194.743713,70501.42961,53648.41639,2177.19459,3060.178654,439406.7685,371034.7299,29292.91492,35689.94869,0.730036902,1.113131409,1.064568439,0.678840851,0.869091406,8.732246598,7.145294124,0.991943458,1.071591387,3.248819477,4.983235408,7.4207417,2.86357342,3.670792477,11.30810586,11.12416594,7.385164197,6.887743093
0.013085678,0.373900514,0.389580163,0.009305854,0.021885302,0.238716458,0.259967785,0.155957349,0.215248646,8.029145838,0.281467445,0.252227633,7.244234492,9.221026866,13.20044201,12.53332177,3.20728918,3.811446831,2119.338741,65478.56953,50702.1443,2072.091356,2945.439081,439402.0591,371033.9397,14871.87416,43698.14605,0.721399853,1.15219204,1.060102187,0.674797357,0.862350586,8.730991287,7.142760449,0.992700562,1.049617556,3.214389309,4.983235408,7.418216856,2.843546039,3.619825176,11.28980775,11.1240901,7.477165021,6.878146286
0.013085678,0.376402625,0.389694785,0.009305021,0.021676296,0.238716458,0.259967782,0.199925158,0.209972271,7.955033576,0.277705127,0.250234619,7.218368565,9.221026866,13.20040175,12.53330473,3.139283603,3.78565469,2110.377565,66275.15472,50635.41657,2053.070097,2803.743488,439382.6027,371005.9958,12829.65952,37172.8672,0.720813517,1.125989611,1.078919396,0.674797357,0.834060868,8.730996237,7.142195095,0.981184072,1.014540499,3.172764304,4.940190478,7.393190447,2.820658171,3.606147715,11.28727643,11.09805012,7.397554863,6.859833461
0.012988903,0.372155986,0.397488535,0.00899472,0.020655499,0.237557811,0.259288521,0.156892144,0.187944827,7.843014755,0.267058192,0.247057052,7.17815659,9.204344696,13.20032332,12.50354943,3.132925548,3.760717363,2014.824492,63132.70129,51118.96977,2049.803806,2793.503494,439378.5028,371005.393,14489.81792,29895.44659,0.718881321,1.148199325,1.060735115,0.660150043,0.824399268,8.731000689,7.139490671,0.982010841,1.031271932,3.158919357,4.940181755,7.406443475,2.809571868,3.587487975,11.28722896,11.09799079,7.361707255,6.778331756
0.012982155,0.383085687,0.397365577,0.00899068,0.020655499,0.237554633,0.259288518,0.119482457,0.19112785,7.770476567,0.258232915,0.246660087,7.041660135,9.192812938,13.19974212,12.48333427,3.130752317,3.689215984,2011.512182,64079.50566,52419.69974,2044.559874,2779.617249,439374.6147,370989.884,14586.5634,36855.96872,0.710110768,1.135215657,1.033956013,0.652531514,0.821854583,8.727227336,7.138708997,0.970729003,1.03797148,3.085898025,4.871900594,7.383418784,2.782413334,3.587364699,11.28528507,11.09793951,7.356298207,6.752375125
0.012978156,0.359950693,0.404343663,0.008662453,0.020216508,0.237442773,0.259082133,0.156883018,0.217989387,7.733816297,0.257958175,0.22722072,6.783122828,8.907137463,13.19971528,12.47388613,3.027954049,3.648849863,1907.993333,61833.43628,49860.58462,2039.916535,2650.259078,439372.6575,370989.4198,23002.87568,20522.12914,0.698589129,1.155817669,1.05582045,0.643345509,0.821596267,8.716554551,7.138586094,0.950296303,0.984742407,3.062818565,4.856384085,7.340223476,2.76476831,3.542475379,11.28300014,11.09789516,7.324628993,6.752375125
0.012844222,0.355686066,0.407258294,0.008233215,0.019210451,0.237016219,0.259082131,0.133882269,0.253445891,7.675392678,0.256622919,0.218202223,6.734585019,8.788261488,13.1996523,12.47108593,2.989240639,3.61764383,1846.831591,61584.5381,48116.2118,2037.17271,2637.444342,439369.1272,370988.6988,22779.59787,14533.61748,0.698589129,1.136468003,1.071840662,0.639573119,0.817972149,8.716268766,7.133249447,0.999456377,0.963446538,3.042190765,4.839167599,7.340223277,2.744197784,3.523536085,11.28276351,11.09745241,7.330443856,6.635831019
0.012818962,0.362381863,0.40678091,0.007973846,0.018680747,0.23701603,0.259082129,0.16210343,0.211409,7.62332417,0.255111643,0.217269508,6.708173604,8.788261488,13.19923559,12.46868567,2.961956016,3.602354289,1801.644812,63689.68687,51045.84362,2032.641508,2632.505084,439365.9868,370988.3485,24914.83891,16079.26259,0.69684985,1.097235373,1.112613581,0.632565005,0.807148725,8.709782263,7.132336974,1.039781295,0.946667929,2.996185114,4.839070965,7.342090829,2.739569337,3.519540125,11.27999358,11.09705646,7.313767751,6.613592701
0.012100656,0.379288617,0.41043543,0.007788724,0.018680747,0.236954592,0.259082086,0.160550405,0.233865752,7.457888457,0.239980796,0.217190503,6.673482117,8.788261488,13.19921767,12.46640318,2.953449866,3.58376835,1767.057948,60096.90645,56213.33692,2025.752575,2630.782792,439362.4624,370980.194,15897.84189,17057.71323,0.682702579,1.118675431,1.036024106,0.631718965,0.790413211,8.709782505,7.130180219,1.010268778,0.962260244,2.951463174,4.796796876,7.274796392,2.725596343,3.447989792,11.27996567,11.09524625,7.295865118,6.656252236
0.012018483,0.381031789,0.412896724,0.007663718,0.018088823,0.236250456,0.259082052,0.15118378,0.230185425,7.2740833,0.239807702,0.194718458,6.61529918,8.766779214,13.19920217,12.43295894,2.94829771,3.438549603,1699.602172,56882.65771,59062.6688,2011.391435,2630.782792,439357.8219,370940.8454,22083.48635,25282.7857,0.681553593,1.080526626,1.062511349,0.629997313,0.770394061,8.70634901,7.128393763,0.98978876,0.945662501,2.937508537,4.773595629,7.23873998,2.648470681,3.404837475,11.27993948,11.09522152,7.293606914,6.656252236
0.011879526,0.371854155,0.426287983,0.007533956,0.018034092,0.236250456,0.259082009,0.178352545,0.236395743,7.256188723,0.236509023,0.193979525,6.615062764,8.766779214,13.19872072,12.43144331,2.932258933,3.414560864,1699.045529,57942.49098,57715.50044,1988.218719,2623.024067,439355.0636,370940.6149,18089.60415,20650.8812,0.66548755,1.001133661,1.064712593,0.625125662,0.75325596,8.706352264,7.128304108,1.019412311,0.925346066,2.937508537,4.773532094,7.225533788,2.63581789,3.342191303,11.27834829,11.09484877,7.275718359,6.647757236
0.011530423,0.375736711,0.434701065,0.007456622,0.017586641,0.236250456,0.259081987,0.179202739,0.22912572,7.187561598,0.23198403,0.192436268,6.590579478,8.765670294,13.19870904,12.4301286,2.930071209,3.278193761,1695.181697,56493.53748,52204.8824,1960.354658,2608.348786,439353.0414,370938.4637,16243.96973,21185.74537,0.664272118,1.039036735,1.074463796,0.616705306,0.747097814,8.706352431,7.128048594,1.073161508,0.957069516,2.922584587,4.754895999,7.225102292,2.634769846,3.342191303,11.27832557,11.07789018,7.246051442,6.664376617
0.011080405,0.381914832,0.432912901,0.007456622,0.016737811,0.236245458,0.25907361,0.1794161,0.216752334,7.050060515,0.230677173,0.188446344,6.57474489,8.653325611,13.19139656,12.42901167,2.92729646,3.260159432,1656.961886,52891.38494,50077.85979,1943.699851,2594.681378,439346.7104,370938.2903,13031.70418,23300.95957,0.65635165,1.011755853,1.084728324,0.609820122,0.744363621,8.706355124,7.127635275,1.071947304,0.962107433,2.89532875,4.754402065,7.190940243,2.587020277,3.276410186,11.27335661,11.07787419,7.230560633,6.662788288
0.010824542,0.392558322,0.446357109,0.007230571,0.016241046,0.236245458,0.259073497,0.183239762,0.191738483,6.948695679,0.230677173,0.187390001,6.478443788,8.629163302,13.18850596,12.4274608,2.89075446,3.24535034,1650.607591,48773.02737,46853.91273,1925.687581,2571.013059,439343.9698,370929.398,12933.33947,31994.39065,0.648174113,1.034286961,0.995697246,0.606310652,0.737453947,8.706357257,7.104684143,1.055689246,0.958420434,2.828265612,4.668532372,7.166203761,2.544855255,3.261907275,11.25846873,11.06314868,7.186947691,6.395456227
0.010776179,0.380968806,0.432833454,0.006812683,0.016241046,0.236245458,0.259073486,0.143094621,0.213570607,6.862167959,0.222354839,0.180808721,6.421721043,8.571524881,13.18849838,12.42663768,2.889756634,3.237862813,1551.51885,45658.77957,44854.63479,1909.491412,2518.364378,439334.9445,370929.2652,13111.28904,14864.7881,0.648174113,1.049704528,1.013215185,0.602236542,0.716673233,8.706358975,7.102329268,1.040700795,0.964916711,2.790275054,4.661637602,7.095647585,2.532455416,3.222640688,11.22899732,11.06313684,7.129491458,6.357624274
0.010429725,0.38470585,0.413525066,0.006398952,0.014404903,0.236245458,0.259070377,0.15174979,0.221870035,6.852143572,0.222067069,0.180579887,6.414194562,8.552049494,13.18839292,12.42588825,2.839680949,3.202209346,1528.852217,45400.1229,44427.18472,1907.476219,2514.009973,439328.1023,370861.8816,15092.32149,15960.92953,0.631442795,1.040216149,0.987067369,0.583413372,0.68225254,8.706360466,7.100246218,1.051825335,0.955948279,2.722374007,4.650766586,7.145722333,2.522288081,3.199545925,11.22899103,11.06181708,7.122128496,6.326347297
0.010341267,0.383052436,0.419272266,0.005537604,0.013444996,0.236245458,0.259056773,0.140784804,0.223961963,6.794122324,0.214439521,0.171184529,6.282206504,8.506585727,13.18838727,12.42521793,2.813502504,3.180692848,1525.817295,42675.51928,51029.54263,1894.705359,2462.37952,439322.9494,370861.7848,11844.19222,14976.52796,0.627835485,0.994501348,1.03014254,0.58236009,0.681639774,8.706373843,7.098655031,1.039647076,0.947277778,2.657869745,4.545614675,7.111618176,2.511001716,3.168326311,11.21696186,11.06152494,7.120709035,6.490999453
0.009656043,0.392525748,0.422456603,0.005371559,0.013416226,0.236245458,0.259056767,0.136741575,0.241035884,6.76160137,0.210978513,0.170477484,6.267601938,8.506585727,13.1883824,12.42467668,2.810235398,3.180581663,1473.354547,41366.86369,45767.58101,1857.019356,2459.438908,439321.4772,370861.5361,12247.70512,27352.17638,0.627835485,1.03735772,1.00247357,0.581671174,0.667739636,8.705546554,7.098583276,1.012628755,0.935594028,2.61667179,4.537406034,7.057933828,2.485383681,3.120750668,11.21695882,11.06151212,7.094322216,6.483931357
0.009195774,0.389690272,0.421794593,0.005325135,0.012852169,0.236245458,0.259056762,0.153214244,0.213774919,6.732302842,0.20467746,0.165970494,6.240767857,8.460724302,13.1883782,12.42422788,2.807216539,3.122967953,1471.504855,45080.5923,46523.38434,1589.839488,2453.369688,439315.068,370834.6403,10491.04699,14506.58016,0.622840326,0.974135229,0.969580134,0.579106251,0.6500013,8.705547163,7.103750586,1.009815154,0.873994709,2.607359579,4.400235155,7.043471401,2.444903876,3.095430445,11.21618325,11.06032372,7.085591676,6.414214821
0.008368326,0.377784668,0.420838709,0.005325135,0.012852169,0.236245458,0.258462771,0.151975924,0.206148519,6.708324779,0.204120669,0.164783847,6.23213415,8.451945129,13.18837361,12.42384385,2.801555112,3.122967953,1470.179522,42463.10819,47033.29482,1582.754801,2448.446453,439314.3409,370833.2703,7203.657183,20483.56153,0.622840326,1.00980508,0.966016763,0.576624792,0.64796561,8.694026805,7.105626373,1.003817912,0.903468891,2.593999921,4.381332593,6.991562568,2.392376734,3.076262263,11.21554228,11.05783024,7.068647905,6.381806571
0.008356869,0.394714068,0.419986141,0.004716538,0.012398913,0.236245458,0.258462768,0.147352492,0.227237883,6.704954299,0.204090718,0.164608391,6.140305005,8.265934797,13.18836986,12.42351489,2.801495521,3.104060183,1467.484863,37658.01244,46872.96078,1432.104218,2435.42431,439312.6143,370833.1364,6845.590178,14971.3655,0.612369431,1.031432531,1.098417969,0.576144539,0.629757536,8.694029454,7.103949134,0.960298252,0.912465833,2.575396045,4.324043297,6.938240775,2.365018112,3.041576153,11.21554125,11.05782489,7.055743325,6.363923742
0.00731969,0.383221572,0.415855569,0.004716538,0.012245695,0.236245458,0.25838616,0.159666858,0.221209868,6.647098688,0.198758083,0.162440683,6.130258585,8.243338757,13.18832342,12.42323413,2.782320049,3.104060183,1461.798731,37072.21441,41678.28657,1412.947013,2426.130503,439312.0809,370832.5082,6676.033837,14984.90038,0.603160327,0.996389454,1.098405237,0.567711916,0.621466308,8.693905556,7.099975511,0.95810344,0.898637771,2.488150003,4.3077286,6.839462173,2.309202117,3.011391147,11.21554058,11.05296805,7.037414313,6.336206874
0.007166704,0.383029592,0.423829698,0.004716538,0.012245695,0.236233058,0.25838615,0.151791127,0.209414933,6.632178068,0.196697542,0.158585503,6.019807422,8.232884336,13.18829733,12.42297858,2.763238857,3.102342437,1455.394109,39878.96721,45681.66549,1297.929489,2397.301902,439311.6857,370809.519,7479.447587,15407.63524,0.589056179,1.048582888,1.060939669,0.565043976,0.607995747,8.693906321,7.103286883,0.932517988,0.904656317,2.478892448,4.294473521,6.782777773,2.295707634,2.973260029,11.21554018,11.02071994,7.054449826,6.311502043
0.00713809,0.398244611,0.42382894,0.004675829,0.012245695,0.236233058,0.258386148,0.127339185,0.19602892,6.624020313,0.194581416,0.138239969,5.945657328,8.145208793,13.18829537,12.42277385,2.740358863,3.089358876,1432.639493,37026.61893,40253.72698,1296.099397,2395.938025,439293.5394,370808.71,7366.786389,14921.74338,0.578169222,1.094714585,0.990056411,0.559025892,0.597176235,8.692418328,7.102986472,0.917162948,0.950329342,2.4442886,4.189537186,6.749424976,2.271524079,2.940418571,11.21553994,11.02071808,6.992819219,6.25701181
0.006974282,0.394970892,0.435926684,0.004495168,0.011969406,0.236233058,0.258386146,0.128907057,0.188851677,6.55917366,0.193661397,0.137892137,5.926181323,8.080409753,13.18828229,12.37187597,2.70698053,3.071322609,1417.682754,39909.45413,39477.78401,1023.728918,2395.391107,439293.2512,370807.6349,13753.5653,14778.17928,0.578169222,1.150422339,1.023934138,0.547455481,0.593976525,8.692418886,7.104585746,0.938753416,0.937313096,2.428726907,4.152880075,6.748104297,2.246156638,2.886051176,11.21553978,11.02071597,6.935965121,6.143046072
0.006911106,0.376473381,0.422175349,0.004495168,0.011969406,0.236233058,0.258360346,0.156442774,0.185062854,6.466720525,0.191020031,0.13671316,5.897605296,8.080409753,13.18828086,12.37172714,2.706140755,3.060944874,1399.568206,38065.15425,38741.9029,1021.62451,2391.470467,439293.0055,370806.5129,6120.30935,13297.83079,0.578169222,1.03656203,1.029028103,0.54659754,0.589627153,8.692418471,7.101499691,0.995691629,0.925210031,2.384782091,4.151203194,6.783705159,2.198462449,2.880832221,11.21553964,11.01111831,6.864023671,6.127476827
0.006314987,0.377855489,0.424294269,0.004252577,0.011503414,0.236231159,0.258348797,0.16288637,0.198021597,6.361727495,0.190646502,0.134240924,5.882756124,7.977195645,13.18827965,12.37160042,2.705682047,3.054038906,1357.07409,37581.54348,36984.50814,883.1989754,2391.470467,439292.796,370805.9269,5063.932022,12713.76729,0.567573294,1.031266014,1.006090951,0.544262537,0.584846343,8.6924154,7.101120344,0.998565771,0.995157159,2.324838718,4.185933434,6.780785402,2.159988137,2.868952223,11.21553952,11.01110812,6.765557641,6.098533636
0.00630643,0.366574152,0.431224754,0.004214716,0.011212112,0.236231159,0.258348796,0.130424452,0.189325381,6.317590395,0.183431065,0.127128242,5.692489469,7.966854339,13.18821235,12.37149261,2.696808306,3.035295475,1347.032651,36174.64377,37605.28988,785.7660735,2384.947858,439292.6167,370805.1761,5048.905129,12663.15179,0.567467972,0.981195284,1.078789741,0.538174021,0.57975331,8.692398944,7.100393736,0.971847554,0.991903047,2.307789673,4.123730311,6.778434518,2.137928169,2.832520237,11.21553911,11.01110575,6.763995345,6.077660311
0.006270625,0.372429278,0.42168747,0.004182953,0.010966156,0.236231159,0.258348795,0.139234065,0.201753593,6.24546608,0.183114054,0.124746514,5.644922204,7.801397461,13.18813917,12.37140098,2.695254588,3.033862076,1323.832749,37462.21627,33373.69336,774.1252103,2348.629031,439292.488,370804.7724,5023.044378,10925.01993,0.564378406,0.94386992,0.950684751,0.538104959,0.577368537,8.692399671,7.103630396,0.886246472,0.982300057,2.268108729,4.159379908,6.768002426,2.111890873,2.797996229,11.21553901,11.01107793,6.762836433,6.082109501
0.006053501,0.361504019,0.418747464,0.004024304,0.010118536,0.236229101,0.258348795,0.13369771,0.201557559,6.119718174,0.181058079,0.124487833,5.59528859,7.756813832,13.18808052,12.37132318,2.666800707,3.015612564,1245.812347,36221.19513,31144.06234,742.124897,2313.768867,439292.3583,370804.4267,6282.258988,13513.55876,0.559093076,0.943225116,1.023633522,0.53596555,0.573774734,8.692399937,7.103375454,0.907562314,0.935690038,2.208684589,4.135344365,6.724864849,2.068654157,2.731845634,11.21553893,11.00966056,6.732213881,6.098125773
0.006046604,0.361025482,0.418720151,0.003944688,0.009687474,0.236173152,0.258348794,0.150157337,0.224758478,6.016413218,0.177504525,0.106220435,5.535737619,7.70149092,13.18807263,12.37125719,2.665605526,2.971408717,1192.707335,33908.37179,32686.00851,726.0870049,2294.415667,439292.2459,370804.1378,6022.056189,14304.89431,0.556194642,0.952012602,1.023101319,0.527315034,0.565558615,8.692399534,7.101591213,0.891898321,0.928671863,2.175384316,4.130737664,6.694572551,2.049739336,2.692443583,11.21370883,11.00965862,6.71713311,6.054649911
0.005571133,0.35903263,0.418151618,0.003854003,0.009512696,0.236171646,0.258220146,0.161029373,0.211793782,5.925891671,0.176426007,0.106134067,5.534078336,7.698622665,13.18807209,12.37120111,2.65080103,2.941761892,1147.128114,35015.20947,31668.32336,724.0791952,2280.497707,439275.8088,370803.8953,5305.1423,10255.00916,0.553816369,0.929906975,0.990221716,0.525692823,0.563762348,8.692399651,7.100423605,0.883344465,0.94258009,2.14219708,4.093057687,6.660171206,1.98403486,2.609066803,11.21370878,11.00965724,6.658484175,6.001398256
0.005569919,0.357023433,0.427184582,0.003723748,0.009502103,0.236171646,0.257759412,0.134252633,0.219089525,5.813633897,0.171817971,0.099288994,5.473459147,7.698265224,13.18805881,12.37113361,2.624238279,2.924583255,1088.115161,30676.58534,28855.84917,681.6895434,2262.860216,439275.728,370723.8189,8030.389402,9220.177848,0.545638804,0.8984289,0.968467034,0.515552245,0.557005867,8.692399835,7.117172892,0.864667312,0.947966395,2.0788393,4.047274594,6.648823453,1.957547593,2.558406223,11.21285061,11.00965571,6.61286231,5.990082558
0.00495887,0.379338457,0.423886262,0.003637971,0.009163678,0.236169924,0.257759412,0.119087818,0.200831185,5.797248637,0.167506386,0.092742498,5.358586011,7.670515205,13.18803358,12.37109358,2.58044528,2.924583253,1058.516235,29263.17502,30105.0138,666.8244148,2251.666521,439275.6604,370723.6451,6856.093426,7456.250496,0.536016694,0.844905935,0.992388197,0.508614512,0.555088228,8.692399925,7.103158663,0.868625542,0.911887488,2.046966224,4.068704511,6.632413491,1.822512569,2.543980402,11.21285057,11.00889152,6.598706689,5.991916252
0.004833779,0.355823082,0.422050663,0.003637813,0.008639022,0.236169562,0.257759412,0.124073225,0.250765223,5.782740537,0.166462491,0.091964953,5.275893354,7.66427695,13.18803325,12.37105977,2.540082958,2.923801964,1032.518095,27633.8392,28900.65386,635.375287,2247.286373,439275.6024,370723.4992,8871.455408,7096.054378,0.536016694,0.802350746,0.958181418,0.497981034,0.547868822,8.692399999,7.103154559,0.892868066,0.876095684,2.007950555,4.066487233,6.549256249,1.799917067,2.526145593,11.21284415,11.0084609,6.592199261,5.975969406
