PSO-Schaffer,CPSO-S-Schaffer,CPSO-S-Schaffer,CPSO-Sk-Schaffer,CPSO-Sk-Schaffer,CPSO-Hk-Schaffer,CPSO-Hk-Schaffer,CPSO-Rk-Schaffer,CPSO-Rk-Schaffer,PSO-Rastrigin,CPSO-S-Rastrigin,CPSO-S-Rastrigin,CPSO-Sk-Rastrigin,CPSO-Sk-Rastrigin,CPSO-Hk-Rastrigin,CPSO-Hk-Rastrigin,CPSO-Rk-Rastrigin,CPSO-Rk-Rastrigin,PSO-Rosenbrock,CPSO-S-Rosenbrock,CPSO-S-Rosenbrock,CPSO-Sk-Rosenbrock,CPSO-Sk-Rosenbrock,CPSO-Hk-Rosenbrock,CPSO-Hk-Rosenbrock,CPSO-Rk-Rosenbrock,CPSO-Rk-Rosenbrock,PSO-Griewanck,CPSO-S-Griewanck,CPSO-S-Griewanck,CPSO-Sk-Griewanck,CPSO-Sk-Griewanck,CPSO-Hk-Griewanck,CPSO-Hk-Griewanck,CPSO-Rk-Griewanck,CPSO-Rk-Griewanck,PSO-Ackley,CPSO-S-Ackley,CPSO-S-Ackley,CPSO-Sk-Ackley,CPSO-Sk-Ackley,CPSO-Hk-Ackley,CPSO-Hk-Ackley,CPSO-Rk-Ackley,CPSO-Rk-Ackley
0.085781125,0.403764089,0.392862565,0.099318029,0.114687435,0.269275896,0.278895977,0.299796166,0.277919757,17.89779014,4.3235731,3.892933221,18.638068,19.23333179,18.12713055,15.30729303,10.1852729,10.55364644,26369.02733,123622.4405,124651.4099,19470.03952,21987.78351,925404.2331,423741.3611,94731.10029,90099.94889,3.656882995,1.453553472,1.503200756,3.258065736,3.369727528,11.84650044,9.23363513,2.398771496,3.223240722,8.499307216,9.881799918,11.94174241,8.763562909,9.307209079,12.7157021,12.57319752,12.06113132,11.89614387
0.085207629,0.3937575,0.388988813,0.098147907,0.114472591,0.269165893,0.278372516,0.275042132,0.26212398,17.27186644,4.081925341,3.709491062,18.27288763,18.84054804,17.74561711,15.2930826,10.18148545,10.36224717,24515.49273,128769.5072,138739.8413,18823.86599,18862.45184,896392.9236,421946.9228,86236.13432,83937.14827,3.374471564,1.429052218,1.441301213,3.120561159,3.305938689,11.52443646,9.222176584,2.386965299,3.058510739,8.267094465,9.501420129,11.89768075,8.615222125,9.148178158,12.64867084,12.5163209,12.1272176,11.80630172
0.085207629,0.392167442,0.390053653,0.094951047,0.109467295,0.267135177,0.277580733,0.269404851,0.279017429,17.15130804,3.739108481,3.635489495,17.79863746,18.84054804,17.55297793,15.23823344,9.974508374,9.935486533,23683.98764,127814.6719,139109.9676,18805.51107,17924.76159,869555.5696,420004.8651,80809.717,93479.47892,3.152823862,1.343656794,1.418512038,2.967859515,3.249198526,11.47734321,9.202446091,2.366720049,2.607702905,8.17542319,9.459780047,11.50604271,8.501467491,8.904077201,12.62794313,12.4327926,12.03957862,11.57212956
0.082061429,0.38996647,0.394079193,0.093515332,0.106252364,0.265866684,0.275236453,0.24192626,0.301206493,16.59028954,3.578639665,3.559545161,17.44261287,18.6167165,17.20286472,15.16010889,9.970784383,9.813173115,21079.6496,115446.5602,140296.0017,17893.49154,16425.70843,844053.4751,418342.1488,71344.72968,95108.3731,2.981653617,1.27860377,1.400641294,2.823271175,3.102990113,11.1230318,9.160371987,2.354684271,2.55171503,8.152419387,9.425061352,11.67323103,8.402729394,8.704782943,12.64121437,12.37809612,12.08094891,11.15135937
0.07831803,0.401085277,0.384989062,0.087679394,0.104736498,0.262352186,0.274746865,0.245404819,0.281468929,16.43168142,3.373174649,3.376450374,17.29779686,18.540908,17.02818131,14.9173854,9.884840799,9.721013733,19656.3702,102511.2298,143900.8053,17556.98077,15778.29882,820244.0291,416146.9319,71674.07419,100204.2101,2.818328702,1.22438336,1.403158565,2.793944672,2.970121802,10.96370704,9.1273183,2.293290003,2.528649333,7.988877373,9.265187547,11.49768415,8.332540129,8.619193619,12.63688112,12.29228057,11.41424221,11.17488463
0.076596516,0.403168706,0.389210309,0.085660519,0.102897216,0.262340395,0.274507113,0.252284801,0.269975141,16.26426873,3.265712268,3.300706696,16.9446611,18.48047714,16.93516556,14.842177,9.812652225,9.577778472,19624.05668,116486.1727,137870.105,16715.22383,15068.00174,797602.8488,414226.8645,78365.30342,101033.9126,2.596351603,1.248048843,1.399724405,2.675416574,2.859220358,10.98113245,9.105914373,2.205656362,2.480230101,7.946939251,8.976732754,11.37222175,8.263430158,8.355335304,12.63360972,12.25347223,11.40685973,11.19385945
0.075697466,0.419400325,0.381336299,0.083280517,0.099762735,0.261957029,0.274500955,0.238508267,0.3058725,16.26426873,3.227638975,3.188859453,16.67727924,18.04720984,16.756494,14.73423375,9.621111801,9.400170878,18441.01019,109706.1363,164904.458,16635.01032,13011.70135,776236.6134,411584.3071,93895.1008,101724.0275,2.56386129,1.206704138,1.409099973,2.556949331,2.675849577,10.93368142,9.023009352,2.151126965,2.428752489,7.904904616,8.85119373,11.20421734,8.122688102,8.238070768,12.63310656,12.20973383,11.40524718,10.9739629
0.073597106,0.422260599,0.370937419,0.078937111,0.097048866,0.261116523,0.274498686,0.224621909,0.295986553,16.26426873,3.162909364,2.939536226,16.39941195,17.91472994,16.61267093,14.72672876,9.441225553,9.345083829,17418.39676,97426.98165,150972.9737,16071.3816,12407.88111,756131.4268,409710.9477,77720.5387,100679.3984,2.547084216,1.207345151,1.377321053,2.398788909,2.581309097,10.77452558,9.007976488,2.102560875,2.363125801,7.890561076,8.783476158,11.01361448,8.039113314,8.150769623,12.60820428,12.15395475,11.57216426,11.10195081
0.072746606,0.424923848,0.366056901,0.073658805,0.092951914,0.260651732,0.269926791,0.230387263,0.305480612,16.03304675,2.968105927,2.809763242,16.19655763,17.71061831,16.46343046,14.50698586,9.385063724,8.865502711,15035.41326,91433.90428,160166.5777,15537.78811,12393.43067,736838.686,407020.5281,73513.74392,106702.5191,2.539371665,1.182193411,1.355528185,2.240858426,2.554087586,10.66209975,9.027557732,2.073231975,2.183056326,7.823855445,8.80509465,10.99712239,7.967198248,8.102100494,12.60837677,12.05945166,11.04385451,10.89156321
0.072746606,0.439164579,0.349870751,0.071886059,0.091764987,0.260427936,0.26981624,0.231887078,0.28591599,15.90585929,2.707428007,2.709882641,15.98456032,17.53293267,16.39284796,14.48425735,9.382019616,8.718427411,14925.63188,92756.3168,157411.9426,14729.16038,12029.99282,718699.008,405537.3223,70851.30706,97664.06405,2.494688774,1.13991839,1.331733201,2.216732806,2.547069199,10.67108051,8.609140817,1.992218838,2.069636761,7.733864374,8.67044272,11.1127072,7.942965183,8.01619063,12.60082825,12.02323636,10.77472466,10.97077863
0.072746606,0.42740799,0.348972003,0.071665013,0.090138769,0.258139532,0.269814843,0.228038228,0.264123816,15.69387861,2.582043,2.615286854,15.95718166,17.28883457,16.35359875,14.47570186,9.19433534,8.705082772,14697.52653,93341.15312,135108.14,14436.54368,11925.27211,701746.4115,404182.3414,74805.82333,95783.57613,2.444805606,1.151575265,1.36612974,2.210623901,2.383032375,10.67594271,8.588154844,1.938533509,2.044748022,7.693410341,8.577957136,11.0174679,7.836897902,7.929789618,12.59815307,11.99620527,10.74763069,10.83494342
0.07208318,0.450669903,0.354256318,0.069038988,0.08980938,0.256699458,0.269799492,0.260425011,0.27083862,15.60254333,2.483404293,2.531047506,15.77591345,16.95552612,16.32479565,14.41333159,9.012514137,8.567291604,13922.37607,106680.1553,131135.0462,13854.28719,11540.30285,685463.5651,402904.7264,69052.51773,80763.29354,2.359768113,1.125991951,1.286449712,2.205025349,2.277761749,10.6033292,8.397888415,1.882352755,1.955908651,7.508309912,8.575271002,10.93041769,7.701914493,7.862665168,12.58529762,11.99156755,10.67729593,10.81074857
0.069041192,0.438341623,0.358739396,0.066670759,0.08980938,0.256694786,0.268481843,0.239305669,0.268051312,15.51258891,2.387252808,2.484965606,15.48260007,16.81430617,16.29470159,14.37311585,8.948432738,8.386499996,13411.02031,109581.5467,143632.2069,13280.15256,11493.92069,670434.4221,401674.8156,88675.69318,100080.474,2.194167602,1.157859346,1.28195427,2.193262082,2.265863162,10.52844735,8.349734279,1.873723451,1.93555479,7.330940079,8.432407987,11.15305534,7.607681464,7.838148833,12.55385717,11.98682258,10.71801258,10.71273833
0.068999154,0.425125375,0.360707428,0.063936671,0.084077551,0.254853461,0.267456194,0.251701805,0.284521705,15.50303816,2.28337738,2.465009046,15.36580381,16.66914933,16.14163598,14.34422173,8.925297265,8.186785801,13358.36036,112389.3153,135906.2611,12428.28069,11493.92069,656237.7505,399476.9205,95686.59767,92810.86081,2.120339889,1.134479655,1.267388786,2.131181792,2.23735394,10.5418637,8.320384654,1.863476139,1.846292637,7.318775105,8.397807182,11.09269244,7.334052367,7.763562647,12.52896379,11.98482863,10.79297049,10.67828146
0.066474339,0.440718991,0.372754074,0.062668162,0.083808498,0.253032613,0.267254445,0.249462289,0.27304584,15.28830304,2.150498365,2.387990619,15.11641309,16.43620307,16.14017427,14.34076676,8.88461527,8.085411068,12898.32117,116297.5263,133538.6006,12320.17201,11399.5754,642537.5652,398343.8854,88561.46123,91075.00903,2.055060218,1.118497997,1.247596454,2.064314035,2.091416806,10.52770597,8.3285579,1.853600821,1.810402549,7.183618823,8.200541723,11.03597659,7.09755981,7.684312289,12.50146394,11.97453268,10.79252684,10.7367478
0.061747196,0.413446033,0.381333599,0.062557481,0.083279513,0.252036859,0.267140322,0.224823225,0.268148176,15.19668447,2.087495042,2.315816155,14.95124971,16.43620307,15.96319173,14.3342839,8.591255858,7.825145642,11801.57607,115003.4049,128545.5741,12281.14812,11358.11219,629944.9593,397248.6497,86047.04554,103257.8678,2.029005098,1.137708354,1.216057829,2.04754912,2.077332666,10.52713304,8.318907891,1.85874476,1.809409018,7.063652768,8.149700787,10.82385108,6.937588766,7.551843854,12.46760879,11.9578969,11.02969876,10.81475239
0.061735014,0.408894401,0.381410494,0.060857145,0.079832557,0.252036574,0.267122328,0.230197718,0.246839132,14.97914914,2.074094431,2.252697057,14.95124971,16.21736299,15.83288874,14.31082258,8.496900784,7.718983457,11721.8999,133704.5714,131253.3369,12006.6876,10634.84923,618114.8,395676.736,81389.09248,96158.72816,1.969899629,1.06884869,1.238778917,2.011430324,2.062647193,10.52248078,8.200584042,1.844015973,1.812571106,6.962389643,7.948121092,10.93778254,6.82548248,7.455848214,12.41093794,11.94854568,10.78261085,10.58464565
0.059858539,0.415328598,0.391083967,0.058398346,0.079724089,0.252001396,0.267116359,0.228543499,0.265098809,14.97914914,2.014705627,2.215178218,14.92191346,16.10475334,15.83121486,14.21462615,8.417269026,7.576090513,11482.11164,126486.3739,120111.9605,11782.7662,10634.84923,606282.3051,394509.0554,81443.29642,92781.08744,1.929564959,1.07966422,1.256943414,1.98514066,2.027740935,10.41831412,8.183110561,1.7832587,1.790880458,6.819686389,7.924620779,10.92782913,6.796175176,7.394246278,12.35764119,11.94418585,10.57806588,10.63647761
0.059476852,0.426719672,0.368564789,0.058258882,0.079724089,0.250281023,0.26708545,0.256220954,0.264885388,14.49582048,1.991411509,2.190103672,14.84385312,15.84052721,15.82999548,14.19826496,8.234077743,7.54388906,11481.61325,102314.0318,125607.4206,11150.97912,10323.8146,595797.3474,393557.8444,83908.07609,91395.36374,1.912342239,1.11442773,1.254096573,1.915712299,2.009297542,10.40296308,8.159402523,1.696554168,1.767885449,6.696268675,7.744728679,10.90481457,6.790468499,7.343402997,12.28645697,11.84706327,10.49056698,10.58484865
0.059476852,0.432439844,0.378581954,0.056802207,0.07933014,0.250281015,0.266847486,0.233370408,0.24987334,14.1286055,1.931417295,2.057804228,14.20476988,15.59394906,15.82771615,14.19508354,8.132786715,7.362587735,11436.66854,116082.8677,116917.1688,10495.48744,9747.29627,585966.4159,392573.1283,86894.5057,90484.1989,1.897737133,1.121982735,1.207492692,1.779220175,1.98076836,10.36819088,8.151586215,1.675362917,1.78120327,6.578343763,7.681162261,10.91913597,6.684198884,7.277904918,12.22767912,11.81729714,10.40554615,10.56058832
0.057210699,0.423641357,0.366244446,0.056546533,0.0758916,0.25028101,0.26676822,0.234718592,0.250247283,13.72222269,1.904579038,1.947035917,13.84793473,15.55931871,15.65847122,14.19279495,8.132786715,7.348248204,11285.25077,97902.35283,136836.6476,10299.35571,9554.208495,576691.916,391691.3844,86058.58769,80532.15979,1.852122542,1.136906032,1.266451104,1.770407507,1.947861816,10.33718925,8.130923205,1.607333631,1.745822758,6.447318848,7.61174946,10.92549139,6.542784803,7.151837284,12.16976592,11.79646561,10.40190653,10.42348633
0.056448462,0.415750502,0.368431398,0.05528438,0.074509467,0.2500293,0.266767151,0.22296786,0.238471468,13.53142142,1.780758982,1.85988306,13.54599821,15.48094113,15.65803239,14.16630549,7.874000794,7.331213612,11101.44385,106999.6018,110179.3225,9325.276477,9479.107787,567930.7183,390819.2401,76190.79177,92168.65581,1.84245108,1.154257468,1.268359986,1.690369256,1.941870436,10.30208621,8.100469916,1.58474302,1.734931968,6.376601338,7.530393529,11.03318113,6.428268848,7.140640969,12.16075984,11.8030267,10.20051384,10.41500224
0.054112817,0.417973364,0.366308441,0.053733613,0.072645094,0.249069373,0.266745865,0.206502808,0.226193645,13.23527306,1.732272292,1.772017518,13.47716338,15.22387328,15.61927074,14.15537035,7.756349807,7.321211243,11056.88241,104473.638,112163.9395,9028.942891,9264.733116,559653.1501,389975.6505,68669.83899,100811.8852,1.801171011,1.137659064,1.259881997,1.668987857,1.923141789,10.28933519,8.112755778,1.608433456,1.643463865,6.268951136,7.457194212,10.97940354,6.384025207,7.112040224,12.14933637,11.79207265,10.24194702,10.38889905
0.054112817,0.41586657,0.370394617,0.053510133,0.072645094,0.249065354,0.266704798,0.199445383,0.204991696,13.01077308,1.690980697,1.599412896,13.41928548,15.10506033,15.61880284,14.11574904,7.694996673,7.228900298,11056.88241,107918.382,110969.4434,8944.9807,8974.767887,551793.6735,389177.2244,66666.89178,95510.11533,1.753745372,1.126274894,1.271917409,1.627231342,1.923141789,10.22608744,8.109362868,1.566734826,1.630245232,6.136436704,7.27013336,10.79319468,6.27996573,7.07406545,12.14950235,11.78149203,10.20538462,10.41533072
